"sigla_fiscal","ano_mes","notif_total","num_RMO","aux_viagens_totais","classe_1","classe_2","classe_3","classe_4","classe_5","classe_6","classe_7","classe_8"
"JAL","2022/12",19,19,0,0,0,0,19,0,0,0,0
"JGA","2022/12",78,89,66,0,3,2,0,5,21,0,58
"JLM","2022/12",93,115,91,0,9,5,0,3,9,4,85
"JTA","2022/12",61,92,82,0,1,0,13,1,20,2,55
"KPC","2022/12",48,126,116,0,18,51,0,14,42,1,0
"LAF","2022/12",25,59,55,0,4,18,2,6,15,0,14
"LJS","2022/12",0,5,0,0,3,0,0,0,0,2,0
"LLS","2022/12",46,58,1,0,6,0,0,19,27,6,0
"LMV","2022/12",60,106,27,0,13,30,10,5,42,0,6
"LRR","2022/12",52,88,50,0,13,7,4,25,37,2,0
"MCG","2022/12",63,97,30,0,6,21,4,13,50,3,0
"MEM","2022/12",47,101,92,0,0,18,36,36,8,2,1
"MLS","2022/12",37,112,102,0,2,48,0,25,26,11,0
"MPS","2022/12",158,167,2,0,0,154,0,0,0,11,0
"MRS","2022/12",69,118,75,11,3,52,2,4,45,1,0
"MZA","2022/12",64,117,97,0,14,54,1,6,42,0,0
"NDB","2022/12",90,114,103,0,8,0,12,0,5,2,87
"RNN","2022/12",6,13,0,0,0,2,0,3,6,2,0
"RRC","2022/12",86,158,99,0,1,52,44,4,26,10,21
"TOS","2022/12",88,124,28,0,2,94,0,5,16,5,0
"TSF","2022/12",77,51,0,0,0,4,0,2,17,28,0
"WRM","2022/12",58,80,65,0,8,0,0,7,17,5,43
"AAR","2023/01",117,174,18,13,22,25,1,26,31,1,55
"ADO","2023/01",112,138,67,9,3,41,19,2,23,1,40
"AEP","2023/01",79,228,205,0,133,0,58,25,9,3,0
"ALG","2023/01",40,59,32,0,2,3,0,11,41,2,0
"AMS","2023/01",26,54,52,0,0,26,1,0,24,2,1
"AMV","2023/01",120,202,154,0,1,51,0,41,56,2,51
"APB","2023/01",139,210,209,0,0,65,85,3,10,1,46
"ARQ","2023/01",97,90,2,0,9,2,0,2,1,73,0
"BBV","2023/01",48,113,40,0,6,57,1,4,40,5,0
"CAC","2023/01",123,193,0,17,0,100,0,46,29,1,0
"CHG","2023/01",0,15,0,0,15,0,0,0,0,0,0
"CPL","2023/01",149,303,273,0,11,133,114,18,26,1,0
"CRC","2023/01",169,217,187,0,15,32,165,0,3,1,0
"DNR","2023/01",165,173,0,10,10,146,0,0,1,3,2
"ECO","2023/01",25,114,113,0,0,54,0,25,17,17,1
"ELR","2023/01",13,25,1,0,0,0,0,12,10,2,1
"ENL","2023/01",128,187,0,32,125,16,0,7,6,1,0
"FNG","2023/01",52,68,34,0,9,2,9,11,18,19,0
"FSG","2023/01",155,132,66,0,11,3,6,1,43,9,59
"HFP","2023/01",86,170,0,0,6,60,2,24,71,7,0
"HSS","2023/01",168,386,386,0,3,204,136,12,24,7,0
"JAL","2023/01",14,13,0,0,0,0,13,0,0,0,0
"JGA","2023/01",22,47,0,0,6,0,0,27,11,3,0
"JLM","2023/01",124,159,3,20,68,10,0,19,37,4,1
"JTA","2023/01",5,21,11,0,4,3,1,2,4,7,0
"KPC","2023/01",140,192,188,0,13,61,4,13,98,2,1
"LAF","2023/01",44,135,103,20,12,38,0,19,16,30,0
"LJS","2023/01",86,124,53,0,1,0,0,36,30,0,56
"LLS","2023/01",100,217,204,0,3,96,79,24,11,2,2
"LMV","2023/01",136,160,64,0,1,29,73,3,51,3,0
"LRR","2023/01",65,84,55,0,7,24,0,12,40,1,0
"MCG","2023/01",85,107,45,0,0,24,1,10,69,3,0
"MEM","2023/01",63,107,5,0,0,58,0,43,6,0,0
"MLS","2023/01",5,22,0,9,4,1,0,0,0,8,0
"MPS","2023/01",396,177,3,1,1,150,7,4,3,11,0
"MRS","2023/01",92,175,134,1,19,69,41,12,23,10,0
"MZA","2023/01",89,171,112,0,13,57,10,12,40,0,38
"NDB","2023/01",110,162,126,0,13,33,87,3,12,10,4
"RNN","2023/01",171,286,0,91,184,4,0,6,1,0,0
"RRC","2023/01",158,310,249,0,9,129,77,3,44,2,46
"TOS","2023/01",70,123,24,0,2,68,0,19,20,3,0
"TSF","2023/01",101,68,0,0,9,3,0,1,9,41,0
"VBS","2023/01",0,4,0,0,2,0,0,1,1,0,0
"WRM","2023/01",106,184,180,0,3,61,91,13,10,4,2
"AAR","2023/02",74,142,34,0,2,13,41,8,22,2,53
"ADO","2023/02",171,256,45,13,2,109,5,10,111,5,1
"AEP","2023/02",131,212,199,0,67,28,98,0,17,2,0
"AFL","2023/02",0,1,1,0,0,0,0,0,0,1,0
"ALG","2023/02",34,53,22,0,3,0,3,5,36,5,0
"AMS","2023/02",117,198,89,18,1,145,1,3,30,0,0
"AMV","2023/02",164,349,185,0,1,184,72,11,80,1,0
"APB","2023/02",130,179,93,15,3,53,0,18,84,1,0
"ARQ","2023/02",228,274,256,0,4,0,53,0,2,13,202
"BBV","2023/02",31,79,0,17,11,20,5,3,15,8,0
"CAC","2023/02",67,153,35,0,0,14,0,82,52,5,0
"CHG","2023/02",36,119,0,0,0,39,0,28,41,9,0
"CPL","2023/02",82,178,49,0,1,76,24,14,18,2,43
"CRC","2023/02",208,251,141,0,0,42,193,1,12,2,0
"DNR","2023/02",172,174,0,2,101,71,0,0,0,0,0
"ECO","2023/02",58,128,126,0,0,46,0,35,39,8,0
"ELR","2023/02",4,55,39,2,1,0,0,45,5,1,1
"ENL","2023/02",84,132,87,0,31,8,4,13,29,2,45
"FNG","2023/02",35,68,41,0,6,7,1,20,23,8,2
"FSG","2023/02",181,146,80,0,0,10,5,1,35,4,90
"HFP","2023/02",116,243,167,0,1,71,36,11,85,6,33
"HSS","2023/02",107,177,177,0,19,41,3,17,60,0,37
"IFM","2023/02",1,15,14,0,0,6,0,2,3,4,0
"JAL","2023/02",12,12,0,0,0,0,12,0,0,0,0
"JGA","2023/02",89,86,0,0,3,0,0,34,46,3,0
"JLM","2023/02",291,328,198,22,5,103,9,9,26,3,151
"JTA","2023/02",0,10,0,0,5,0,0,2,2,1,0
"KPC","2023/02",108,161,160,0,5,40,0,26,83,5,1
"LAF","2023/02",50,118,115,0,6,28,0,37,38,9,0
"LJS","2023/02",128,146,37,0,0,0,17,13,24,2,90
"LLS","2023/02",160,193,174,0,7,1,20,6,7,1,151
"LMV","2023/02",204,253,223,0,0,28,164,20,37,4,0
"LRR","2023/02",249,315,84,34,64,137,0,18,55,7,0
"MCG","2023/02",106,144,38,0,7,23,7,11,82,14,0
"MEM","2023/02",21,76,53,1,0,4,1,49,12,8,0
"MLS","2023/02",78,182,71,28,52,42,0,25,25,10,0
"MPS","2023/02",262,165,0,1,0,142,11,0,1,10,0
"MRS","2023/02",191,276,22,43,2,180,0,3,47,1,0
"MZA","2023/02",109,173,136,0,7,94,4,13,53,2,0
"NDB","2023/02",175,208,181,0,4,0,19,4,10,12,158
"RNN","2023/02",91,141,123,0,12,16,7,20,39,2,45
"RRC","2023/02",179,334,259,0,7,139,98,8,69,12,1
"TOS","2023/02",113,165,106,0,0,61,0,4,84,5,0
"TSF","2023/02",186,121,0,0,8,7,2,7,26,71,0
"VBS","2023/02",0,3,0,0,3,0,0,0,0,0,0
"WRM","2023/02",54,68,41,0,6,0,1,26,30,3,2
